Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC013978,3,1,17:16,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2012,2,53.565223,-1.314522
ACC014269,3,6,17:42,Dual carriageway,30,Fine no high winds,Dry,Daylight,3,2,2,2015,2,51.742943,-2.423351
ACC049955,3,6,19:38,Single carriageway,70,Fine + high winds,Dry,Daylight,2,2,1,2008,8,53.076247,1.354042
ACC040967,3,2,11:34,Dual carriageway,60,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2010,11,50.802782,-0.732482
ACC036457,3,3,14:17,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,1,1,2010,3,52.783292,-0.518785
ACC027275,3,4,18:32,Dual carriageway,40,Other,Dry,Darkness - no lighting,2,1,2,2009,10,52.782553,-3.304603
ACC028979,3,5,08:54,Dual carriageway,30,Raining + high winds,Wet or damp,Daylight,3,1,2,2012,8,51.372132,1.653574
ACC028385,3,3,16:34,Dual carriageway,70,Fine no high winds,Dry,Daylight,2,3,1,2015,6,53.662116,-3.147017
ACC042464,3,6,14:40,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2015,8,50.041934,1.414135
ACC003081,3,4,17:37,Single carriageway,70,Fine no high winds,Dry,Daylight,1,1,1,2005,8,52.550309,0.859459
ACC010299,2,7,03:41,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,3,1,2008,9,53.48558,-2.093779
ACC026680,3,4,17:21,Single carriageway,70,Raining no high winds,Dry,Darkness - no lighting,2,1,2,2013,6,52.166028,-0.957591
ACC022315,3,5,18:49,Roundabout,70,Raining no high winds,Dry,Darkness - lights lit,2,2,1,2005,2,50.834775,-1.029412
ACC013623,3,3,17:22,Dual carriageway,40,Fine no high winds,Wet or damp,Daylight,3,1,1,2008,5,54.923611,-4.049703
ACC042121,3,6,13:43,Single carriageway,30,Raining no high winds,Dry,Darkness - no lighting,1,1,1,2013,3,50.223819,1.043816
ACC024722,3,5,20:43,Dual carriageway,40,Fine no high winds,Wet or damp,Daylight,5,1,1,2014,5,55.651245,-4.365645
ACC002610,2,2,02:14,Single carriageway,30,Raining + high winds,Frost or ice,Daylight,1,1,1,2012,1,54.926586,-4.795304
ACC006146,3,3,09:53,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,2,1,2005,4,53.444068,0.563993
ACC006215,3,5,23:52,Roundabout,30,Fine no high winds,Dry,Daylight,5,1,2,2009,10,52.199649,1.530467
ACC016329,3,6,09:13,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2010,10,53.954868,-4.464395
ACC008541,3,1,13:51,Single carriageway,70,Fine + high winds,Dry,Daylight,2,4,1,2012,1,51.391401,0.71384
ACC026192,3,1,08:23,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - no lighting,2,2,1,2006,11,52.858177,0.662912
ACC045146,3,3,12:10,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,2,2009,7,55.776033,-2.776424
ACC039162,3,5,06:11,Single carriageway,70,Raining + high winds,,Daylight,1,1,2,2008,7,50.268646,0.652593
ACC041017,3,5,07:59,Single carriageway,40,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,1,2015,2,50.106776,-3.614016
ACC040444,3,1,15:15,Single carriageway,60,Fine + high winds,Wet or damp,Daylight,1,1,2,2005,11,54.427807,1.375888
ACC010301,3,5,18:18,Single carriageway,30,,Wet or damp,Daylight,1,2,2,2014,6,50.470033,-3.211869
ACC031035,3,3,13:22,Dual carriageway,70,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2013,3,50.809228,-1.02696
ACC015747,3,3,15:54,Dual carriageway,30,Raining no high winds,Dry,Daylight,4,4,1,2006,2,50.255011,-3.795461
ACC026046,3,6,11:20,Single carriageway,30,Fine no high winds,,Darkness - lighting unknown,4,3,2,2009,10,51.992763,-1.607976
ACC008343,3,3,08:17,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,2,2009,5,50.704733,-1.353977
ACC006812,2,4,20:51,Single carriageway,30,Fine no high winds,Dry,Daylight,3,3,1,2011,6,53.815971,1.043962
ACC040287,3,2,08:34,Dual carriageway,30,Raining no high winds,Dry,Daylight,3,1,2,2013,9,54.732151,-2.255398
ACC031564,3,2,09:01,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,1,1,2008,12,53.106792,-2.386667
ACC011312,3,1,13:17,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,2,2014,2,51.00883,-4.726299
ACC023517,3,3,20:12,Roundabout,30,Fine no high winds,Frost or ice,Daylight,2,1,2,2009,3,50.854842,1.127514
ACC025066,3,6,16:43,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,2,1,1,2014,1,53.881326,0.688934
ACC001655,2,5,16:56,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,2,2,1,2010,7,54.639185,1.483737
ACC045432,3,1,14:40,Single carriageway,40,Fog or mist,Wet or damp,Daylight,2,1,1,2014,9,53.877305,-1.785034
ACC043260,3,7,08:17,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2007,2,53.47459,0.809831
ACC012701,3,5,11:17,Single carriageway,60,Fog or mist,Dry,Daylight,2,2,1,2007,2,55.675487,1.871577
ACC007986,3,1,08:20,Dual carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,7,55.981295,-0.775715
ACC033483,1,7,12:34,Slip road,40,Fine no high winds,Wet or damp,Daylight,2,1,1,2006,3,55.634181,1.57377
ACC039252,3,2,17:11,Roundabout,30,Fine no high winds,Snow,Daylight,2,1,1,2014,4,50.48277,-2.70499
ACC022171,3,5,11:59,Single carriageway,30,Fine no high winds,Mud,Daylight,1,1,2,2014,7,52.427355,0.143297
ACC034002,3,3,22:57,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,1,1,1,2014,3,53.165318,-0.709447
ACC035089,3,3,08:46,Single carriageway,30,Fine no high winds,Dry,Daylight,3,2,2,2006,8,55.119939,0.097764
ACC044290,1,7,06:51,Slip road,70,Fine no high winds,Dry,Darkness - lights lit,4,2,2,2005,12,50.424432,0.689162
ACC027497,3,2,13:45,Dual carriageway,40,Snowing no high winds,Dry,Daylight,2,1,1,2009,12,55.276577,-1.92746
ACC003100,3,4,16:35,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,2,2,2005,10,53.666454,-1.779945
ACC048722,3,6,22:08,Single carriageway,40,Fine no high winds,Dry,Daylight,1,2,2,2010,12,55.619376,-1.344128
ACC020721,3,6,15:36,Single carriageway,60,Fine + high winds,Dry,Daylight,3,1,1,2006,12,53.356672,-2.113532
ACC009323,3,2,18:50,Single carriageway,70,Fine + high winds,Wet or damp,Daylight,2,3,2,2005,5,53.549589,0.132409
ACC013158,2,1,17:22,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,2,2008,5,51.882017,0.087195
ACC034124,3,4,13:16,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights unlit,2,2,1,2013,7,54.118473,-1.145831
ACC047840,3,4,03:47,Single carriageway,40,Raining no high winds,Dry,Daylight,1,2,1,2007,5,55.860435,-3.9146
ACC036699,2,6,15:15,Dual carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,2,1,2015,6,55.503985,-3.780991
ACC031330,2,6,13:45,Dual carriageway,30,Raining + high winds,Dry,Daylight,2,2,2,2015,9,52.422314,-4.187025
ACC036991,3,5,18:48,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lighting unknown,5,1,1,2006,3,55.21327,-0.136428
ACC038965,3,7,14:17,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,2,2012,1,55.661678,-4.32837
ACC003817,3,2,09:56,Single carriageway,60,Fine no high winds,Dry,Daylight,2,3,1,2010,7,51.673946,1.220736
ACC025391,3,5,18:52,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2014,4,52.405226,-1.155126
ACC012446,1,6,19:28,Unknown,30,Fine no high winds,Dry,Daylight,1,3,2,2015,3,54.101584,-1.920025
ACC019154,3,7,13:26,Single carriageway,50,Fog or mist,Dry,Daylight,1,1,2,2008,10,50.837789,1.246718
ACC048386,3,6,21:12,Dual carriageway,60,Raining no high winds,Dry,Daylight,2,2,1,2015,11,50.122019,-2.638064
ACC023602,3,2,07:25,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2011,11,54.857661,-0.474785
ACC001791,2,4,19:17,Single carriageway,60,Fine no high winds,Dry,Darkness - lighting unknown,1,1,2,2009,6,51.113429,1.407695
ACC025493,3,5,18:59,Single carriageway,30,Fine no high winds,Mud,Darkness - lights lit,1,1,2,2014,8,55.030846,0.341635
ACC026923,3,5,09:21,Dual carriageway,30,Fine + high winds,Dry,Darkness - lights unlit,1,1,2,2015,4,52.262362,-3.345399
ACC027151,3,6,19:15,Single carriageway,60,Snowing no high winds,Dry,Daylight,3,1,1,2015,4,53.977555,-0.564807
ACC031597,2,2,08:14,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,1,3,2,2014,8,54.535813,-2.808078
ACC037074,3,5,08:04,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2015,2,54.854995,-3.704761
ACC027545,2,6,17:48,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2005,1,55.324766,-1.190377
ACC040145,3,1,07:23,Single carriageway,30,Fine no high winds,Dry,Daylight,5,1,2,2013,7,55.410686,-3.162374
ACC022237,3,3,13:45,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,5,1,1,2007,8,51.7499,-4.774412
ACC005469,3,2,09:13,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lighting unknown,2,3,1,2005,8,51.557568,-4.009848
ACC048736,3,3,07:31,Single carriageway,20,Fine no high winds,Dry,Darkness - lights lit,5,1,1,2009,10,52.057444,-2.250398
ACC044835,3,3,17:15,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2010,2,54.212149,-0.313253
ACC014437,3,3,12:11,Single carriageway,70,Fine no high winds,Wet or damp,,2,1,2,2006,1,50.054907,-2.010044
ACC021990,3,4,17:34,Single carriageway,30,Raining no high winds,Dry,Daylight,2,3,1,2011,5,51.647867,-3.663391
ACC037604,3,2,17:38,Single carriageway,40,Fine no high winds,Dry,Daylight,2,2,2,2012,10,53.100325,-1.455484
ACC023427,2,6,06:28,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2005,12,51.978049,0.038005
ACC019908,3,3,18:29,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,3,1,1,2014,10,54.762748,0.183804
ACC046695,3,3,10:12,Single carriageway,70,Fine no high winds,Dry,Darkness - lights unlit,2,1,1,2011,4,53.084665,1.553879
ACC000548,3,4,20:29,Single carriageway,60,Raining + high winds,Dry,Daylight,2,3,1,2005,6,54.116452,-1.621247
ACC040756,3,7,16:58,Dual carriageway,30,Snowing no high winds,Wet or damp,Daylight,4,1,2,2014,5,51.25562,-2.660961
ACC046324,3,3,15:37,Single carriageway,30,Snowing no high winds,Wet or damp,Daylight,2,3,2,2008,7,52.534447,-4.230348
ACC033971,3,6,17:43,Roundabout,30,Snowing no high winds,Snow,Daylight,5,3,1,2009,4,50.610447,-3.116975
ACC026147,3,2,08:45,Single carriageway,20,Fine no high winds,Dry,Daylight,2,3,2,2010,4,51.24503,1.985888
ACC013875,3,3,18:29,Single carriageway,60,Raining no high winds,Snow,Darkness - lighting unknown,3,4,2,2005,5,52.56764,-3.867396
ACC003469,3,3,12:53,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,1,2009,10,53.466612,0.478484
ACC032963,3,2,15:36,Slip road,30,Other,Wet or damp,Daylight,2,1,2,2010,6,55.762911,-2.708743
ACC013195,3,5,20:55,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,3,2,2015,5,50.535393,-3.692108
ACC035870,3,5,20:12,Slip road,30,Raining no high winds,Wet or damp,Darkness - lights lit,1,3,1,2007,4,55.124632,-4.300565
ACC044921,2,6,20:33,Single carriageway,30,Raining no high winds,Dry,Daylight,1,2,1,2011,1,50.576774,-0.572924
ACC038569,2,6,18:08,Single carriageway,60,Fine no high winds,Dry,Darkness - lights unlit,2,2,1,2008,8,55.294687,1.055612
ACC029586,3,2,00:31,Dual carriageway,70,Raining no high winds,Dry,Daylight,2,1,1,2006,4,55.836657,-4.537711
ACC004794,3,7,08:48,Single carriageway,60,Fine no high winds,Dry,Daylight,4,1,2,2013,1,51.916378,-2.580732
ACC032110,3,2,06:17,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,2,1,2,2008,8,51.380106,-3.021767
ACC000316,3,7,17:09,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,1,2,2,2008,7,52.556312,-4.094785
ACC029326,3,3,18:19,Single carriageway,50,Unknown,Dry,Daylight,1,1,2,2013,7,54.80659,1.513999
ACC032905,3,6,09:17,Single carriageway,60,Unknown,Dry,Darkness - lights lit,2,3,2,2014,7,55.822086,-3.459095
ACC020007,3,7,15:47,Unknown,30,Raining no high winds,Wet or damp,Darkness - lighting unknown,2,2,1,2012,1,50.496763,0.2414
ACC009116,3,5,11:36,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2009,2,52.576012,0.525012
ACC001916,3,6,08:47,Single carriageway,50,Fine no high winds,Dry,Daylight,1,2,1,2012,7,51.385051,-3.973275
ACC045770,3,2,15:43,Unknown,30,Raining no high winds,Wet or damp,Darkness - lights unlit,2,1,1,2012,11,50.111705,-1.181113
ACC000451,3,5,17:39,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,3,1,1,2010,7,54.676311,0.560038
ACC045427,2,1,22:28,Single carriageway,60,Fine + high winds,Dry,Daylight,2,1,2,2014,1,52.900017,-2.99039
ACC005761,3,6,11:56,Single carriageway,30,Fog or mist,Oil or diesel,Daylight,1,1,2,2005,5,51.200571,0.626804
ACC020245,3,4,11:05,Slip road,40,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2014,6,50.630754,1.339864
ACC016848,3,6,19:59,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,2,1,2,2015,10,53.903299,1.744466
ACC038440,2,4,19:47,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,2,2,2013,7,52.296483,-0.419072
ACC027937,3,6,13:41,Single carriageway,30,Fine + high winds,Dry,Daylight,2,1,1,2013,9,52.259941,-0.571683
ACC026451,3,4,14:57,Single carriageway,30,Raining no high winds,Dry,Daylight,1,1,1,2011,5,52.143371,-1.029396
ACC047935,3,3,18:36,Roundabout,30,Fine no high winds,Snow,Darkness - lights lit,1,1,1,2015,8,51.298854,-0.513091
ACC038913,3,4,17:17,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,3,2,2014,9,52.589329,-2.975964
ACC006363,3,5,14:23,Single carriageway,60,Raining no high winds,Wet or damp,Darkness - lights lit,2,1,1,2006,7,53.999367,-3.497199
ACC031679,2,5,09:30,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2007,7,54.963472,-1.56096
ACC012812,3,5,09:11,Dual carriageway,60,Fine no high winds,Dry,Daylight,1,1,1,2007,2,53.979475,1.707322
ACC019238,2,7,16:22,Single carriageway,30,Other,Dry,Daylight,3,3,1,2008,4,51.003365,-1.178695
ACC036908,3,5,14:35,Dual carriageway,70,Fine no high winds,Wet or damp,Daylight,2,3,2,2013,11,52.113323,-3.275961
ACC044403,2,2,19:48,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,3,1,2,2005,4,54.333646,1.133196
ACC019472,3,4,10:31,Dual carriageway,50,Fine no high winds,Wet or damp,Darkness - lights lit,1,4,1,2010,5,51.524365,0.952899
ACC034746,3,4,18:05,Single carriageway,40,Fine no high winds,Dry,Daylight,2,3,2,2009,4,50.043688,-3.760597
ACC037472,3,4,09:15,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,2,2,2007,7,54.974947,1.754857
ACC041293,3,2,13:47,Slip road,30,Raining no high winds,Wet or damp,Daylight,2,1,2,2007,6,53.956058,0.46663
ACC010310,3,1,21:47,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,1,2008,7,51.884341,-1.010202
ACC001238,3,4,06:16,Single carriageway,30,Fine + high winds,Frost or ice,Darkness - lights lit,5,1,2,2014,6,55.819246,-3.826629
ACC019198,3,2,06:59,Single carriageway,40,Raining no high winds,Dry,Daylight,3,3,2,2008,8,50.040376,-1.1332
ACC026669,3,5,13:15,Single carriageway,60,Raining + high winds,Dry,Daylight,3,1,1,2007,8,53.520634,0.017724
ACC033865,3,1,02:43,Single carriageway,60,Raining no high winds,Dry,Daylight,1,1,2,2006,7,55.01626,0.357206
ACC040768,3,6,07:57,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2011,11,52.175961,1.445761
ACC010607,3,4,12:42,Single carriageway,30,Fine no high winds,,Darkness - lights lit,2,1,1,2010,10,50.329563,-2.820625
ACC026604,3,4,17:05,Single carriageway,50,Fine no high winds,Dry,Darkness - no lighting,2,1,2,2012,3,54.231483,-2.752727
ACC019321,3,7,11:48,Single carriageway,30,Raining no high winds,Wet or damp,Darkness - no lighting,3,2,2,2009,9,54.589326,-2.038324
ACC020264,3,3,14:59,Dual carriageway,30,Raining no high winds,Dry,Daylight,2,2,2,2014,9,53.722086,-3.227351
ACC018568,3,6,06:09,Dual carriageway,20,Fine no high winds,Wet or damp,Darkness - lights unlit,3,1,1,2008,4,51.731778,-1.916892
ACC043691,3,6,08:13,Roundabout,30,Fine no high winds,Dry,Daylight,4,1,1,2009,10,54.818435,-1.472455
ACC026677,3,7,08:25,Dual carriageway,40,Fine no high winds,Dry,Daylight,1,1,1,2015,10,53.636906,-4.987564
ACC025527,3,4,04:32,Single carriageway,30,Fine no high winds,Dry,Daylight,1,3,1,2013,8,54.742366,-1.664113
ACC005197,3,4,22:55,Dual carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,3,1,2011,10,55.341224,0.148904
ACC006548,3,4,13:46,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,2,2,2015,7,54.725968,1.857921
ACC015015,3,5,15:06,Single carriageway,70,Raining + high winds,Frost or ice,Daylight,2,1,1,2009,7,53.731287,-4.028859
ACC039307,3,4,16:46,Dual carriageway,60,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2007,6,55.983595,-4.821402
ACC013892,3,2,20:19,Single carriageway,30,Other,Dry,Daylight,2,1,1,2008,2,50.037523,-4.806093
ACC026882,3,7,11:06,Single carriageway,60,Fine no high winds,Flood over 3cm deep,Daylight,2,1,2,2011,10,54.081559,-3.527088
ACC044323,3,1,08:50,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2008,11,52.990518,-3.252235
ACC008901,3,3,18:19,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2009,6,53.937023,-2.123708
ACC033547,3,3,16:28,Dual carriageway,30,Raining no high winds,Wet or damp,Darkness - no lighting,2,1,2,2007,1,53.822189,-2.184733
ACC000557,2,6,12:28,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2005,3,54.061331,-4.160888
ACC020381,3,3,17:07,Single carriageway,30,Fine no high winds,Snow,Daylight,2,1,2,2010,3,54.209245,-1.515916
ACC007509,3,4,16:58,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2006,3,55.614835,-1.242273
ACC033813,3,4,08:48,Single carriageway,60,Fine no high winds,Dry,Darkness - lighting unknown,2,2,1,2012,7,54.458855,-1.642409
ACC038457,3,7,13:11,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,2,1,1,2010,11,54.41012,-1.246429
ACC017260,3,2,17:58,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2015,3,52.848997,-2.07741
ACC019469,3,4,19:31,One way street,30,Fine no high winds,Wet or damp,Darkness - lights lit,3,2,2,2014,7,55.168531,-3.419461
ACC020378,3,7,08:49,Single carriageway,50,Fine no high winds,Dry,Darkness - lights unlit,1,1,1,2009,10,53.270767,-3.18928
ACC030533,3,6,18:24,Single carriageway,70,Fine no high winds,Dry,,2,3,2,2008,8,52.004807,-0.879506
ACC021809,2,4,18:42,Single carriageway,50,Other,Wet or damp,Daylight,1,2,2,2007,10,54.11007,-0.777661
ACC033889,3,6,19:15,Single carriageway,20,Raining no high winds,Mud,Daylight,2,1,1,2014,4,52.912044,-1.036393
ACC047560,2,2,03:21,One way street,40,Fine no high winds,Dry,Daylight,4,2,1,2009,5,50.047701,-0.667388
ACC045587,3,7,17:27,Roundabout,30,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2014,11,51.631756,1.409551
ACC037668,2,6,18:06,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2015,6,52.69478,1.247096
ACC007583,1,1,18:19,Dual carriageway,70,Raining no high winds,Wet or damp,Darkness - lights unlit,2,3,2,2008,7,50.376441,-1.613371
ACC044786,3,3,09:13,Single carriageway,30,Fine no high winds,Snow,Darkness - lights lit,2,3,2,2008,4,51.389704,0.991937
ACC047443,3,4,10:52,Dual carriageway,40,Fine no high winds,Dry,Daylight,2,3,1,2010,4,53.407236,-1.015508
ACC030742,3,5,13:09,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,2,2,2007,5,54.638243,1.068325
ACC022085,3,6,16:27,Single carriageway,30,Raining no high winds,Frost or ice,Daylight,2,3,2,2011,10,55.92808,0.076837
ACC040509,3,6,03:50,Dual carriageway,30,Fine no high winds,Dry,Darkness - no lighting,1,3,2,2007,10,50.484743,-4.82137
ACC008080,3,6,12:29,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,3,1,2012,11,52.081036,-3.808417
ACC027494,3,3,15:35,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,1,1,1,2014,4,52.631806,-1.680311
ACC005779,3,5,20:51,Roundabout,30,Fine no high winds,Dry,Daylight,2,3,1,2006,10,51.051296,-0.875727
ACC031422,3,6,18:03,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lighting unknown,1,1,1,2008,6,52.573239,0.954782
ACC018498,2,3,16:50,Single carriageway,70,,Dry,Daylight,2,2,1,2014,6,53.326953,-1.960723
ACC041684,3,5,13:08,One way street,60,Fine no high winds,Dry,Darkness - lights lit,4,1,1,2012,6,53.206659,0.165757
ACC041419,2,3,07:17,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,3,1,2010,7,53.154924,-4.404951
ACC040033,2,4,18:06,Single carriageway,30,Fine no high winds,Dry,Daylight,3,2,1,2007,6,50.528507,-3.22063
ACC006441,3,4,20:01,Single carriageway,30,Raining no high winds,Dry,Daylight,2,2,1,2008,9,52.438834,-0.960106
ACC039330,3,3,11:46,Single carriageway,20,Fine no high winds,Wet or damp,Daylight,2,1,1,2005,2,50.143115,-1.262584
ACC013513,3,2,22:42,Single carriageway,40,Fine no high winds,Wet or damp,Daylight,2,1,1,2015,10,50.943494,1.859978
ACC021389,3,2,13:02,Single carriageway,60,Raining no high winds,Frost or ice,Daylight,2,2,1,2011,5,50.933656,0.314597
ACC042823,3,1,06:42,Single carriageway,60,Raining no high winds,Wet or damp,Daylight,3,2,1,2013,6,55.809625,-2.061321
ACC032743,3,2,16:54,Roundabout,60,Raining no high winds,Dry,Darkness - lights lit,1,3,2,2013,8,50.079385,-2.934795
ACC012100,3,4,13:14,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,1,1,2,2005,12,55.482174,0.361755
ACC011366,3,7,23:16,Roundabout,40,Fine no high winds,Wet or damp,Daylight,2,1,2,2011,6,50.97253,-2.243822
ACC039442,3,2,17:45,Single carriageway,30,Raining no high winds,Dry,Daylight,2,2,1,2006,3,50.460834,-0.101288
ACC015534,2,4,06:59,Roundabout,30,Fine no high winds,Wet or damp,Daylight,1,3,1,2014,6,50.62276,1.875902
ACC019750,3,3,11:59,Single carriageway,60,Fine no high winds,,Daylight,3,1,2,2009,1,53.704294,-3.375765
ACC009630,3,4,02:33,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,8,53.77459,-3.917477
ACC011496,3,6,12:27,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2005,5,52.659687,-3.083407
ACC043692,3,1,07:36,Dual carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,2,2006,4,53.090545,1.142868
ACC033164,3,1,09:03,Roundabout,30,Fine no high winds,Oil or diesel,Daylight,3,1,1,2011,2,53.493541,-4.040004
ACC043867,2,3,07:28,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - no lighting,1,3,1,2015,6,54.423089,-0.294038
ACC020265,2,4,20:28,Roundabout,30,Snowing no high winds,Dry,Daylight,2,2,2,2012,7,54.092566,0.977528
ACC007111,3,2,17:52,Dual carriageway,60,Fine no high winds,Dry,Daylight,5,1,2,2012,4,52.947863,-0.888724
ACC046644,2,5,11:30,Single carriageway,30,Raining + high winds,Dry,Daylight,2,1,1,2007,10,54.276685,-0.664477
ACC005441,3,5,12:30,Slip road,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,2,50.381556,-2.385741
ACC033018,3,3,22:03,Single carriageway,30,Fine no high winds,Dry,,3,1,1,2010,7,50.640335,-4.543088
ACC047139,2,3,16:16,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2007,4,55.427754,-2.171189
ACC025859,3,4,06:31,,30,Fine no high winds,Dry,Daylight,3,1,2,2015,11,52.021453,-3.967704
ACC010785,3,3,11:56,Single carriageway,30,Fine no high winds,Snow,Daylight,2,2,1,2015,8,50.533035,1.480492
ACC024808,3,3,09:05,Single carriageway,30,Raining no high winds,Dry,Darkness - no lighting,1,1,1,2009,4,54.567179,-4.404779
ACC049535,1,5,11:51,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,2,2015,1,52.595223,-4.8215
ACC003346,3,4,08:19,Dual carriageway,70,Raining + high winds,Dry,Daylight,2,2,1,2013,6,53.8896,1.611482
ACC018565,2,3,08:10,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2008,12,51.237652,-1.553678
ACC020884,3,6,12:44,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2006,8,53.595214,-4.512972
ACC042795,2,4,07:14,Single carriageway,30,Fine no high winds,Dry,,3,1,1,2008,4,54.293269,0.188176
ACC002770,3,1,20:21,Single carriageway,20,Fine no high winds,Dry,Daylight,1,1,2,2008,8,51.717419,-0.254645
ACC031164,3,3,00:22,Single carriageway,40,Fine no high winds,Dry,,2,2,2,2010,2,55.289849,0.396148
ACC048568,3,2,18:57,Single carriageway,40,Raining no high winds,Dry,Daylight,3,1,1,2012,12,53.38667,-1.899896
ACC011228,3,2,17:58,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,1,1,1,2013,3,50.137976,-3.806172
ACC039786,3,4,15:26,Single carriageway,30,Fine no high winds,Frost or ice,Daylight,1,1,1,2011,8,52.258138,-0.975862
ACC025751,3,6,19:03,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,1,1,1,2011,8,55.182173,-2.692397
ACC039556,3,3,22:11,Roundabout,30,Snowing no high winds,Dry,Daylight,2,3,2,2015,7,50.02629,1.617447
ACC012012,3,5,05:26,Roundabout,30,Fine no high winds,,Daylight,2,3,2,2006,3,53.321971,-4.414799
ACC008361,3,1,17:33,Slip road,30,Fine no high winds,Dry,Daylight,2,1,1,2009,10,50.569378,0.202842
